iter	Passed	Remaining
342	194155	485105
343	194752	484616
344	195296	483996
345	195842	483379
346	196390	482769
347	196928	482135
348	197495	481573
349	198075	481040
350	198619	480422
351	199198	479886
352	199764	479322
353	200373	478858
354	200946	478308
355	201485	477679
356	202032	477068
357	202574	476446
358	203209	476043
359	203785	475500
360	204334	474893
361	204866	474248
362	205428	473673
363	205983	473083
364	206497	472399
365	207039	471779
366	207569	471132
367	208095	470476
368	208630	469843
369	208913	468643
370	209444	468003
371	209737	466835
372	210308	466287
373	210839	465651
374	211448	465185
375	212001	464598
376	212548	463998
377	213101	463410
378	213633	462779
379	214184	462187
380	214743	461613
381	215295	461024
382	215824	460388
383	216359	459763
384	217007	459378
385	217636	458954
386	218241	458476
387	218791	457882
388	219361	457332
389	219956	456831
390	220495	456217
391	221036	455605
392	221610	455062
393	222185	454521
394	222767	453994
395	223497	453767
396	224242	453569
397	224807	453004
398	225377	452449
399	225904	451808
400	226477	451260
401	227080	450770
402	227608	450134
403	228129	449483
404	228695	448920
405	229302	448438
406	229879	447897
407	230414	447274
408	230970	446693
409	231521	446102
410	232146	445653
411	232703	445073
412	233256	444486
413	233791	443865
414	234307	443208
415	234860	442622
416	235376	441965
417	235917	441356
418	236481	440792
419	237022	440184
420	237580	439608
421	238137	439030
422	238693	438451
423	239240	437855
424	239774	437235
425	240537	437033
426	241152	436558
427	241712	435985
428	242279	435426
429	242803	434787
430	243420	434316
431	244052	433871
432	244643	433352
433	245208	432787
434	245753	432186
435	246299	431588
436	246863	431022
437	247411	430428
438	247968	429849
439	248561	429334
440	249119	428756
441	249675	428176
442	250205	427551
443	250749	426951
444	251301	426365
445	251886	425834
446	252502	425356
447	253035	424737
448	253569	424122
449	254142	423571
450	254670	422945
451	255210	422338
452	255761	421751
453	256323	421183
454	256862	420576
455	257435	420026
456	257962	419400
457	258523	418830
458	259063	418225
459	259622	417653
460	260189	417094
461	260711	416461
462	261259	415870
463	261806	415278
464	262356	414692
465	262903	414101
466	263460	413525
467	264015	412947
468	264547	412333
469	265071	411707
470	265632	411137
471	266186	410558
472	266742	409983
473	267340	409471
474	267947	408972
475	268542	408455
476	269078	407848
477	269654	407302
478	270201	406711
479	270712	406069
480	271266	405490
481	271816	404904
482	272335	404275
483	272924	403748
484	273458	403139
485	273973	402504
486	274532	401932
487	275088	401359
488	275623	400753
489	276160	400150
490	276720	399581
491	277240	398955
492	277778	398355
493	278319	397760
494	278860	397164
495	279398	396565
496	279943	395976
497	280455	395340
498	281014	394771
499	281542	394158
500	282091	393576
501	282591	392925
502	283131	392331
503	283688	391759
504	284264	391214
505	284781	390590
506	285310	389980
507	285857	389396
508	286403	388811
509	286931	388201
510	287495	387640
511	288032	387043
512	288572	386450
513	289116	385864
514	289663	385280
515	290188	384669
516	290747	384102
517	291338	383576
518	291880	382987
519	292411	382384
520	292969	381816
521	293549	381277
522	294126	380733
523	294671	380149
524	295178	379515
525	295713	378917
526	296292	378377
527	296825	377778
528	297348	377166
529	297899	376590
530	298438	375998
531	298987	375420
532	299556	374866
533	300130	374320
534	300645	373699
535	301195	373123
536	301725	372521
537	302247	371910
538	302808	371347
539	303396	370818
540	303974	370275
541	304486	369653
542	305029	369068
543	305561	368471
544	306104	367886
545	306657	367314
546	307294	366843
547	308065	366530
548	308757	366122
549	309330	365572
550	310038	365181
551	310697	364732
552	311361	364287
553	311990	363800
554	312537	363219
555	313067	362617
556	313630	362054
557	314202	361502
558	314778	360953
559	315363	360415
560	315873	359791
561	316436	359228
562	317011	358679
563	317619	358166
564	318204	357628
565	318749	357044
566	319292	356458
567	319857	355897
568	320440	355356
569	320989	354777
570	321535	354196
571	322076	353608
572	322610	353014
573	323141	352415
574	323689	351836
575	324245	351265
576	324796	350689
577	325403	350174
578	325944	349588
579	326527	349047
580	327081	348473
581	327627	347892
582	328183	347323
583	328737	346749
584	329329	346217
585	329927	345691
586	330457	345094
587	331099	344614
588	331677	344065
589	332243	343505
590	332796	342932
591	333343	342352
592	333865	341747
593	334449	341205
594	334998	340629
595	335574	340078
596	336086	339463
597	336636	338888
598	337198	338324
599	337738	337738
600	338304	337178
601	338848	336596
602	339400	336022
603	339952	335450
604	340518	334889
605	341071	334317
606	341613	333734
607	342190	333185
608	342725	332595
609	343298	332042
610	343840	331460
611	344356	330852
612	344928	330298
613	345479	329724
614	346030	329151
615	346615	328609
616	347137	328008
617	347720	327465
618	348296	326914
619	348839	326333
620	349400	325769
621	349959	325203
622	350511	324631
623	351079	324073
624	351645	323514
625	352184	322929
626	352762	322380
627	353304	321799
628	353885	321253
629	354450	320693
630	355013	320130
631	355591	319582
632	356166	319030
633	356710	318451
634	357236	317856
635	357820	317312
636	358407	316771
637	358964	316203
638	359507	315624
639	360056	315049
640	360612	314481
641	361219	313956
642	361763	313378
643	362310	312802
644	362832	312204
645	363393	311640
646	363948	311071
647	364492	310493
648	365064	309939
649	365625	309375
650	366184	308809
651	366710	308216
652	367299	307676
653	367879	307128
654	368430	306556
655	368971	305976
656	369521	305403
657	370078	304836
658	370618	304255
659	371195	303705
660	371740	303128
661	372299	302563
662	372835	301979
663	373384	301406
664	373940	300839
665	374524	300294
666	375107	299748
667	375665	299182
668	376188	298589
669	376745	298022
670	377282	297440
671	377831	296867
672	378413	296321
673	378995	295774
674	379547	295203
675	380063	294605
676	380615	294035
677	381172	293469
678	381751	292919
679	382294	292343
680	382848	291774
681	383429	291226
682	383975	290652
683	384547	290097
684	385133	289552
685	385732	289018
686	386331	288483
687	386937	287953
688	387507	287396
689	388046	286817
690	388585	286237
691	389152	285678
692	389727	285125
693	390259	284541
694	390800	283963
695	391336	283381
696	391899	282819
697	392441	282243
698	393019	281692
699	393600	281143
700	394126	280555
701	394685	279990
702	395276	279448
703	395879	278915
704	396481	278380
705	397026	277806
706	397597	277249
707	398172	276696
708	398749	276143
709	399295	275570
710	399850	275002
711	400393	274426
712	400954	273863
713	401505	273293
714	402048	272718
715	402644	272179
716	403178	271597
717	403746	271038
718	404303	270472
719	404884	269922
720	405434	269352
721	405988	268784
722	406535	268212
723	407047	267616
724	407641	267075
725	408186	266502
726	408726	265924
727	409293	265365
728	409859	264806
729	410419	264242
730	410966	263670
731	411490	263083
732	412074	262536
733	412605	261954
734	413190	261406
735	413733	260832
736	414296	260270
737	414816	259681
738	415381	259121
739	415951	258564
740	416516	258004
741	417047	257422
742	417615	256864
743	418210	256322
744	418772	255760
745	419322	255190
746	419861	254615
747	420437	254061
748	420970	253481
749	421529	252917
750	422055	252333
751	422588	251755
752	423148	251191
753	423682	250613
754	424230	250043
755	424800	249486
756	425347	248915
757	425885	248339
758	426430	247768
759	426985	247201
760	427564	246649
761	428178	246118
762	428744	245558
763	429273	244978
764	429811	244402
765	430403	243857
766	430981	243305
767	431563	242754
768	432113	242186
769	432676	241624
770	433278	241085
771	433847	240526
772	434397	239958
773	434937	239384
774	435472	238807
775	436024	238239
776	436590	237680
777	437156	237120
778	437692	236544
779	438267	235990
780	438811	235418
781	439395	234868
782	439946	234301
783	440516	233743
784	441102	233194
785	441672	232636
786	442183	232047
787	442727	231477
788	443298	230919
789	443839	230346
790	444390	229779
791	444964	229224
792	445533	228665
793	446088	228100
794	446640	227533
795	447210	226976
796	447756	226406
797	448308	225839
798	448869	225277
799	449440	224720
800	450012	224163
801	450566	223597
802	451147	223045
803	451703	222480
804	452254	221913
805	452818	221352
806	453360	220781
807	453950	220233
808	454520	219675
809	455048	219097
810	455584	218523
811	456159	217967
812	456696	217394
813	457343	216873
814	457885	216301
815	458431	215732
816	459037	215191
817	459631	214644
818	460224	214097
819	460797	213540
820	461331	212965
821	461884	212399
822	462442	211835
823	462967	211256
824	463522	210692
825	464068	210123
826	464625	209558
827	465146	208979
828	465719	208422
829	466242	207842
830	466776	207269
831	467330	206703
832	467878	206136
833	468454	205580
834	468995	205009
835	469565	204451
836	470101	203878
837	470645	203310
838	471195	202743
839	471752	202179
840	472312	201617
841	472866	201052
842	473399	200478
843	473968	199920
844	474482	199338
845	475071	198788
846	475603	198214
847	476187	197662
848	476755	197103
849	477296	196533
850	477882	195982
851	478457	195426
852	479034	194870
853	479607	194314
854	480189	193760
855	480737	193193
856	481280	192624
857	481847	192064
858	482399	191499
859	482961	190938
860	483519	190375
861	484111	189825
862	484648	189254
863	485245	188706
864	485805	188144
865	486338	187571
866	486878	187001
867	487456	186446
868	487998	185877
869	488549	185311
870	489114	184751
871	489662	184184
872	490200	183614
873	490736	183043
874	491288	182478
875	491796	181897
876	492358	181336
877	492871	180756
878	493407	180186
879	493969	179625
880	494512	179057
881	495082	178499
882	495623	177930
883	496171	177364
884	496744	176807
885	497259	176229
886	497819	175667
887	498370	175103
888	498931	174541
889	499473	173974
890	500049	173417
891	500609	172856
892	501141	172284
893	501691	171720
894	502275	171166
895	502902	170627
896	503442	170059
897	504012	169500
898	504585	168943
899	505098	168366
900	505692	167815
901	506283	167264
902	506802	166689
903	507374	166131
904	507967	165580
905	508535	165021
906	509084	164456
907	509680	163905
908	510241	163344
909	510759	162769
910	511300	162201
911	511876	161645
912	512471	161094
913	513049	160538
914	513631	159983
915	514209	159427
916	514778	158868
917	515348	158309
918	515934	157755
919	516509	157198
920	517090	156642
921	517679	156089
922	518278	155539
923	518848	154980
924	519433	154426
925	520013	153869
926	520572	153307
927	521201	152765
928	521757	152202
929	522335	151645
930	523006	151115
931	523614	150567
932	523953	149941
933	524584	149399
934	525194	148851
935	525841	148314
936	526445	147764
937	527046	147213
938	527645	146661
939	528288	146122
940	528898	145573
941	529499	145022
942	530126	144477
943	530720	143924
944	531378	143387
945	531973	142834
946	532549	142275
947	533193	141734
948	533819	141189
949	534433	140640
950	535059	140094
951	535676	139545
952	536314	139002
953	536932	138454
954	537552	137906
955	538149	137351
956	538766	136802
957	539395	136256
958	540039	135713
959	540639	135159
960	541233	134604
961	541845	134053
962	542432	133495
963	542996	132932
964	543531	132362
965	544099	131800
966	544627	131228
967	545183	130663
968	545715	130093
969	546256	129524
970	546818	128961
971	547371	128395
972	547946	127835
973	548522	127275
974	549101	126715
975	549687	126157
976	550227	125589
977	550810	125030
978	551369	124466
979	551960	123909
980	552471	123334
981	553010	122765
982	553539	122195
983	554107	121633
984	554683	121072
985	555215	120503
986	555747	119933
987	556306	119369
988	556869	118806
989	557385	118233
990	557929	117666
991	558488	117102
992	559060	116541
993	559597	115972
994	560163	115410
995	560711	114844
996	561268	114280
997	561797	113710
998	562359	113147
999	562888	112577
1000	563456	112015
1001	563984	111446
1002	564517	110877
1003	565046	110307
1004	565578	109739
1005	566144	109177
1006	566709	108614
1007	567298	108056
1008	567834	107488
1009	568403	106927
1010	568950	106361
1011	569480	105792
1012	570006	105223
1013	570600	104666
1014	571161	104103
1015	571724	103540
1016	572313	102982
1017	572883	102421
1018	573428	101855
1019	574007	101295
1020	574547	100728
1021	575078	100160
1022	575646	99598
1023	576187	99032
1024	576778	98474
1025	577366	97916
1026	577962	97358
1027	578525	96796
1028	579070	96230
1029	579637	95668
1030	580184	95103
1031	580755	94541
1032	581306	93976
1033	581832	93408
1034	582426	92850
1035	582991	92288
1036	583528	91721
1037	584109	91161
1038	584670	90598
1039	585234	90036
1040	585818	89476
1041	586370	88912
1042	587023	88363
1043	587581	87799
1044	588173	87241
1045	588737	86678
1046	589295	86114
1047	589850	85550
1048	590380	84983
1049	590945	84420
1050	591516	83859
1051	592094	83298
1052	592640	82733
1053	593206	82170
1054	593763	81607
1055	594342	81046
1056	594896	80482
1057	595473	79921
1058	596034	79358
1059	596587	78794
1060	597140	78230
1061	597683	77665
1062	598216	77098
1063	598775	76535
1064	599336	75972
1065	599890	75408
1066	600453	74845
1067	600975	74277
1068	601528	73713
1069	602068	73148
1070	602629	72585
1071	603166	72019
1072	603735	71457
1073	604266	70891
1074	604853	70331
1075	605426	69770
1076	605955	69203
1077	606524	68641
1078	607063	68076
1079	607641	67515
1080	608185	66951
1081	608730	66386
1082	609317	65826
1083	609831	65258
1084	610366	64693
1085	610911	64128
1086	611492	63568
1087	612041	63004
1088	612608	62442
1089	613173	61879
1090	613706	61314
1091	614246	60749
1092	614778	60184
1093	615328	59620
1094	615857	59054
1095	616440	58494
1096	616982	57929
1097	617520	57365
1098	618061	56800
1099	618614	56237
1100	619183	55675
1101	619724	55111
1102	620242	54545
1103	620784	53981
1104	621338	53418
1105	621901	52855
1106	622429	52290
1107	623001	51729
1108	623570	51167
1109	624108	50603
1110	624667	50040
1111	625210	49477
1112	625749	48913
1113	626342	48353
1114	626879	47789
1115	627433	47226
1116	627958	46661
1117	628507	46098
1118	629085	45537
1119	629632	44973
1120	630158	44409
1121	630731	43847
1122	631271	43283
1123	631839	42722
1124	632423	42161
1125	632947	41596
1126	633520	41035
1127	634113	40475
1128	634682	39913
1129	635266	39352
1130	635827	38790
1131	636366	38226
1132	636967	37667
1133	637531	37104
1134	638084	36542
1135	638631	35979
1136	639198	35417
1137	639767	34855
1138	640325	34293
1139	640909	33732
1140	641490	33170
1141	642003	32606
1142	642566	32044
1143	643104	31480
1144	643648	30917
1145	644222	30356
1146	644764	29792
1147	645289	29229
1148	645855	28667
1149	646419	28105
1150	646944	27541
1151	647508	26979
1152	648045	26416
1153	648605	25854
1154	649128	25290
1155	649702	24729
1156	650258	24166
1157	650848	23605
1158	651421	23044
1159	652009	22483
1160	652568	21920
1161	653112	21358
1162	653651	20795
1163	654198	20232
1164	654742	19670
1165	655334	19109
1166	655887	18546
1167	656454	17985
1168	657012	17422
1169	657558	16860
1170	658138	16298
1171	658689	15736
1172	659264	15174
1173	659838	14613
1174	660391	14050
1175	660912	13488
1176	661454	12925
1177	661999	12363
1178	662544	11801
1179	663123	11239
1180	663684	10677
1181	664219	10115
1182	664772	9552
1183	665354	8991
1184	665909	8429
1185	666425	7866
1186	666966	7304
1187	667524	6742
1188	668080	6180
1189	668680	5619
1190	669193	5056
1191	669738	4494
1192	670346	3933
1193	670875	3371
1194	671440	2809
1195	671986	2247
1196	672515	1685
1197	673062	1123
1198	673607	561
1199	674166	0
