iter	RMSE
227	0.4902988017
228	0.4902983129
229	0.4902969823
230	0.4902964092
231	0.4902956881
232	0.4902951155
233	0.4902947928
234	0.4902941346
235	0.4902932922
236	0.4902929314
237	0.4902924254
238	0.4902924138
239	0.4902922358
240	0.4902922157
241	0.4902909665
242	0.4902895361
243	0.4902885308
244	0.4902883128
245	0.4902870628
246	0.4902865926
247	0.4902859944
248	0.4902859944
249	0.4902859624
250	0.4902854107
251	0.4902847363
252	0.4902843021
253	0.4902838071
254	0.4902836253
255	0.4902831677
256	0.4902825326
257	0.4902821678
258	0.4902821562
259	0.4902817255
260	0.4902810154
261	0.490280198
262	0.4902801682
263	0.4902800427
264	0.4902792319
265	0.4902790416
266	0.4902785222
267	0.4902781186
268	0.4902774218
269	0.4902766993
270	0.4902764764
271	0.490275904
272	0.4902754896
273	0.4902739455
274	0.4902738548
275	0.4902737321
276	0.4902737321
277	0.4902734323
278	0.4902727621
279	0.4902727602
280	0.4902724952
281	0.4902720376
282	0.4902717138
283	0.4902708391
284	0.4902702008
285	0.4902698211
286	0.4902694857
287	0.490268791
288	0.4902684741
289	0.4902682157
290	0.4902675005
291	0.4902669871
292	0.4902669871
293	0.4902665204
294	0.4902665204
295	0.490266401
296	0.490265891
297	0.490265891
298	0.4902651953
299	0.4902646022
300	0.4902641183
301	0.4902639112
302	0.4902631027
303	0.4902631027
304	0.4902629031
305	0.4902627166
306	0.4902626714
307	0.4902621448
308	0.4902619099
309	0.4902614746
310	0.4902612945
311	0.4902601
312	0.4902601
313	0.4902598633
314	0.4902598026
315	0.4902597799
316	0.4902590588
317	0.4902585922
318	0.4902579136
319	0.4902579073
320	0.4902577828
321	0.4902576912
322	0.4902570734
323	0.4902567508
324	0.4902564137
325	0.4902562484
326	0.4902557142
327	0.4902553123
328	0.4902548863
329	0.4902547315
330	0.4902544829
331	0.4902543098
332	0.4902539217
333	0.490253516
334	0.4902532954
335	0.4902532954
336	0.4902531156
337	0.490252875
338	0.4902526629
339	0.490252492
340	0.4902519935
341	0.490251428
342	0.4902513378
343	0.4902510763
344	0.490250837
345	0.4902507289
346	0.4902505218
347	0.4902499377
348	0.4902498006
349	0.4902491787
350	0.4902487305
351	0.4902485423
352	0.4902484598
353	0.4902479552
354	0.4902475251
355	0.4902469509
356	0.4902466624
357	0.4902460791
358	0.4902458326
359	0.4902454926
360	0.4902448837
361	0.4902448069
362	0.4902444921
363	0.4902443386
364	0.4902439649
365	0.4902438268
366	0.4902437596
367	0.4902432102
368	0.4902431475
369	0.4902431475
370	0.4902430741
371	0.490243074
372	0.4902428858
373	0.4902424849
374	0.4902423669
375	0.4902423003
376	0.4902421136
377	0.4902420793
378	0.4902417216
379	0.4902416241
380	0.490241521
381	0.4902414195
382	0.4902412809
383	0.4902411819
384	0.4902411418
385	0.4902409982
386	0.4902405784
387	0.4902402938
388	0.4902398209
389	0.4902393149
390	0.490239202
391	0.4902388417
392	0.4902387458
393	0.490238611
394	0.490238505
395	0.4902382807
396	0.4902371953
397	0.4902369792
398	0.490236615
399	0.4902362586
400	0.4902361564
401	0.4902360325
402	0.4902359314
403	0.4902355039
404	0.4902352014
405	0.4902350831
406	0.4902349997
407	0.4902348544
408	0.4902347788
409	0.4902346277
410	0.490234508
411	0.4902343198
412	0.4902342555
413	0.4902341268
414	0.4902340972
415	0.4902340476
416	0.4902336773
417	0.4902335169
418	0.4902334588
419	0.4902333011
420	0.4902332529
421	0.4902331592
422	0.4902328667
423	0.4902328232
424	0.4902326918
425	0.4902324882
426	0.4902323261
427	0.490232292
428	0.4902320307
429	0.4902319892
430	0.4902316753
431	0.4902316454
432	0.4902311989
433	0.4902309086
434	0.4902307793
435	0.490230723
436	0.4902305489
437	0.4902302908
438	0.4902302438
439	0.4902301488
440	0.4902299691
441	0.4902294294
442	0.4902291866
443	0.4902291483
444	0.4902288917
445	0.4902288471
446	0.4902285135
447	0.4902283277
448	0.490228026
449	0.4902278903
450	0.4902278576
451	0.4902277212
452	0.4902275998
453	0.4902275095
454	0.4902272141
455	0.4902268402
456	0.4902267452
457	0.4902258928
458	0.4902258241
459	0.4902255632
460	0.4902255277
461	0.4902254665
462	0.4902252548
463	0.4902252165
464	0.4902250201
465	0.4902249552
466	0.4902248269
467	0.4902240599
468	0.4902240282
469	0.4902238033
470	0.4902231105
471	0.4902230506
472	0.490222683
473	0.4902226067
474	0.4902222039
475	0.4902221327
476	0.490222046
477	0.4902219717
478	0.4902219335
479	0.4902218627
480	0.490221803
481	0.4902216922
482	0.4902216446
483	0.4902215967
484	0.4902212975
485	0.4902211877
486	0.4902210108
487	0.490220646
488	0.4902204231
489	0.4902203804
490	0.4902203118
491	0.4902201132
492	0.4902199351
493	0.4902198822
494	0.4902197894
495	0.4902197712
496	0.4902195915
497	0.4902194854
498	0.4902192166
499	0.4902191461
500	0.4902190944
501	0.4902190789
502	0.4902190431
503	0.490218861
504	0.4902186123
505	0.4902184774
506	0.4902183899
507	0.4902182172
508	0.4902181587
509	0.4902180968
510	0.4902180705
511	0.4902179835
512	0.4902179376
513	0.4902178687
514	0.49021762
515	0.4902175403
516	0.4902174752
517	0.4902174121
518	0.4902173359
519	0.4902172878
520	0.4902172497
521	0.4902170436
522	0.4902167998
523	0.4902166537
524	0.4902165346
525	0.4902163598
526	0.490216287
527	0.4902159444
528	0.4902159111
529	0.4902157628
530	0.4902156828
531	0.4902156414
532	0.4902153969
533	0.4902148029
534	0.4902147728
535	0.4902147291
536	0.4902146983
537	0.4902146467
538	0.4902145683
539	0.4902143561
540	0.4902143148
541	0.4902142602
542	0.4902142439
543	0.4902141726
544	0.4902141613
545	0.4902141157
546	0.4902140239
547	0.4902139972
548	0.490213946
549	0.4902139165
550	0.4902135847
551	0.4902134713
552	0.4902133657
553	0.4902133396
554	0.4902128852
555	0.4902128389
556	0.4902126813
557	0.4902124092
558	0.490212284
559	0.4902120809
560	0.4902120459
561	0.4902117554
562	0.4902112592
563	0.490211082
564	0.4902110568
565	0.4902109626
566	0.4902108998
567	0.4902108836
568	0.4902105406
569	0.4902105252
570	0.4902105024
571	0.4902103218
572	0.4902102541
573	0.490210153
574	0.4902101133
575	0.4902099105
576	0.490209809
577	0.4902097411
578	0.4902097064
579	0.4902093681
580	0.4902093109
581	0.4902091665
582	0.490208954
583	0.4902089257
584	0.4902087673
585	0.4902087071
586	0.490208683
587	0.4902085394
588	0.4902085033
589	0.4902084141
590	0.4902082483
591	0.4902081728
592	0.4902079959
593	0.4902075638
594	0.4902075368
595	0.4902075037
596	0.4902072782
597	0.4902071666
598	0.4902070637
599	0.4902070435
600	0.4902068967
601	0.4902068259
602	0.4902067869
603	0.4902066581
604	0.4902064994
605	0.4902064309
606	0.4902063997
607	0.4902063139
608	0.4902061495
609	0.4902060896
610	0.4902060451
611	0.4902060092
612	0.4902059332
613	0.4902059203
614	0.4902058116
615	0.4902056607
616	0.4902056472
617	0.4902052592
618	0.4902051127
619	0.4902050803
620	0.4902050593
621	0.490205041
622	0.4902049337
623	0.4902049023
624	0.4902048301
625	0.4902047267
626	0.4902046488
627	0.4902046164
628	0.4902045479
629	0.4902044481
630	0.4902043348
631	0.4902042017
632	0.4902041828
633	0.4902041439
634	0.4902041237
635	0.4902039943
636	0.4902039392
637	0.4902037579
638	0.4902037253
639	0.4902036982
640	0.4902036344
641	0.4902036082
642	0.4902035161
643	0.4902034124
644	0.4902033542
645	0.490203102
646	0.4902030131
647	0.4902029366
648	0.490202901
649	0.4902025589
650	0.4902025048
651	0.4902024263
652	0.490202378
653	0.4902020685
654	0.4902020418
655	0.4902020071
656	0.490201734
657	0.4902016501
658	0.4902016328
659	0.4902013493
660	0.4902012519
661	0.4902010956
662	0.4902010256
663	0.4902009732
664	0.4902009311
665	0.4902006219
666	0.4902004927
667	0.4902004362
668	0.4902004178
669	0.4902003251
670	0.4902003013
671	0.4902002565
672	0.4902001502
673	0.4902000463
674	0.490200027
675	0.4901999657
676	0.4901999377
677	0.4901996568
678	0.4901994683
679	0.4901993042
680	0.4901992807
681	0.4901989928
682	0.4901989533
683	0.4901988508
684	0.4901988091
685	0.4901987152
686	0.4901987059
687	0.4901986235
688	0.4901985641
689	0.4901985508
690	0.4901985216
691	0.4901983672
692	0.4901982051
693	0.4901981833
694	0.4901980592
695	0.4901980338
696	0.4901980053
697	0.4901979936
698	0.4901977645
699	0.490197708
700	0.4901976375
701	0.4901976171
702	0.4901975758
703	0.4901974823
704	0.4901972322
705	0.4901972075
706	0.4901970502
707	0.490196988
708	0.4901969764
709	0.4901968998
710	0.4901968238
711	0.4901967763
712	0.4901965664
713	0.4901965274
714	0.4901963367
715	0.4901962117
716	0.4901961538
717	0.4901959515
718	0.4901959115
719	0.4901958366
720	0.4901958168
721	0.4901957735
722	0.4901957284
723	0.4901956917
724	0.4901955168
725	0.4901954705
726	0.4901954602
727	0.4901954062
728	0.4901953999
729	0.4901952475
730	0.4901950815
731	0.4901950694
732	0.4901950445
733	0.4901950038
734	0.4901949272
735	0.4901948951
736	0.490194856
737	0.4901948251
738	0.4901946798
739	0.4901946645
740	0.4901945442
741	0.4901945172
742	0.4901944926
743	0.4901944559
744	0.490194331
745	0.4901941844
746	0.4901941545
747	0.4901940901
748	0.4901940442
749	0.4901939942
750	0.4901939793
751	0.4901938978
752	0.4901938907
753	0.4901938068
754	0.4901937629
755	0.490193754
756	0.4901935669
757	0.4901935522
758	0.490193435
759	0.4901933874
760	0.4901931659
761	0.4901930755
762	0.4901928754
763	0.490192856
764	0.4901928396
765	0.4901927753
766	0.4901926906
767	0.4901926624
768	0.4901925785
769	0.4901924744
770	0.490192437
771	0.4901923212
772	0.4901922565
773	0.4901922386
774	0.4901922161
775	0.4901921979
776	0.4901921247
777	0.4901920537
778	0.4901920095
779	0.4901919925
780	0.4901919669
781	0.4901916551
782	0.4901916348
783	0.4901914141
784	0.4901913783
785	0.490191359
786	0.4901913414
787	0.4901913195
788	0.4901912671
789	0.4901912221
790	0.490191102
791	0.4901909204
792	0.4901908734
793	0.4901908525
794	0.4901908376
795	0.4901905999
796	0.4901905413
797	0.4901904421
798	0.490190377
799	0.4901903553
800	0.4901902918
801	0.49019025
802	0.4901902278
803	0.4901901866
804	0.4901901046
805	0.4901900903
806	0.4901900748
807	0.4901900526
808	0.4901899923
809	0.4901899799
810	0.4901899103
811	0.4901898573
812	0.4901898527
813	0.4901897914
814	0.4901897249
815	0.4901897183
816	0.4901896246
817	0.4901895004
818	0.4901893873
819	0.4901893572
820	0.4901893481
821	0.490189317
822	0.4901892609
823	0.4901892498
824	0.4901891508
825	0.4901891323
826	0.490189108
827	0.4901887739
828	0.4901886001
829	0.4901885368
830	0.4901884966
831	0.4901884778
832	0.490188461
833	0.4901884209
834	0.4901884029
835	0.4901883798
836	0.4901883579
837	0.4901883392
838	0.4901882098
839	0.4901881556
840	0.4901881453
841	0.4901881186
842	0.490188101
843	0.490188083
844	0.4901880651
845	0.4901880346
846	0.4901880213
847	0.4901879587
848	0.4901879378
849	0.4901879154
850	0.4901879033
851	0.4901878306
852	0.4901877151
853	0.4901876706
854	0.4901876409
855	0.4901876282
856	0.4901875777
857	0.4901875405
858	0.4901874892
859	0.4901874438
860	0.4901874303
861	0.4901873954
862	0.490187381
863	0.4901873408
864	0.4901873115
865	0.4901872871
866	0.4901872381
867	0.4901870837
868	0.4901870672
869	0.4901869571
870	0.4901869141
871	0.4901867985
872	0.4901867393
873	0.490186724
874	0.4901865958
875	0.4901865889
876	0.490186495
877	0.4901864716
878	0.4901864466
879	0.4901864402
880	0.4901862878
881	0.4901862769
882	0.4901862516
883	0.4901862428
884	0.4901861926
885	0.4901861579
886	0.4901859487
887	0.4901857903
888	0.4901857393
889	0.4901853507
890	0.4901853355
891	0.4901852796
892	0.4901852662
893	0.4901852477
894	0.4901851103
895	0.490184975
896	0.4901849225
897	0.4901848806
898	0.4901848149
899	0.4901847456
900	0.4901847402
901	0.4901846803
902	0.4901846715
903	0.490184524
904	0.4901845041
905	0.4901844415
906	0.4901844274
907	0.4901844028
908	0.4901843494
909	0.4901843202
910	0.4901842764
911	0.4901842476
912	0.4901842168
913	0.4901842092
914	0.4901841998
915	0.4901841873
916	0.4901841056
917	0.4901839718
918	0.4901839247
919	0.4901838907
920	0.4901838232
921	0.4901838055
922	0.4901835487
923	0.4901835108
924	0.4901833823
925	0.4901833333
926	0.490183329
927	0.4901833255
928	0.4901832831
929	0.4901832652
930	0.4901832477
931	0.4901832287
932	0.4901832286
933	0.4901831241
934	0.4901830783
935	0.4901830116
936	0.4901829487
937	0.4901829066
938	0.4901828968
939	0.4901828837
940	0.4901827895
941	0.4901827775
942	0.4901827423
943	0.4901827318
944	0.4901826301
945	0.4901826035
946	0.4901825929
947	0.4901825665
948	0.4901825264
949	0.490182403
950	0.4901822978
951	0.4901821444
952	0.4901821179
953	0.4901820924
954	0.4901820734
955	0.4901820598
956	0.4901820497
957	0.4901819588
958	0.4901819441
959	0.4901817914
960	0.4901817853
961	0.4901817657
962	0.4901817451
963	0.4901817026
964	0.4901816733
965	0.4901816179
966	0.490181608
967	0.4901815977
968	0.4901815513
969	0.4901815247
970	0.4901815089
971	0.4901814679
972	0.4901814295
973	0.4901813947
974	0.4901813689
975	0.4901813259
976	0.4901813134
977	0.4901812275
978	0.4901810745
979	0.4901810536
980	0.4901810388
981	0.4901809343
982	0.4901808808
983	0.4901807531
984	0.4901807311
985	0.4901806387
986	0.4901805444
987	0.4901805264
988	0.4901805195
989	0.4901804637
990	0.4901804033
991	0.4901803782
992	0.4901803281
993	0.490180302
994	0.4901802247
995	0.4901802064
996	0.4901800926
997	0.4901800488
998	0.4901800339
999	0.4901800218
1000	0.4901799998
1001	0.4901799932
1002	0.4901799661
1003	0.4901799549
1004	0.4901799439
1005	0.4901799312
1006	0.4901798545
1007	0.4901798024
1008	0.4901797964
1009	0.4901797652
1010	0.4901796854
1011	0.4901796746
1012	0.4901796717
1013	0.490179653
1014	0.4901795953
1015	0.4901795851
1016	0.4901795736
1017	0.4901795222
1018	0.4901794537
1019	0.4901794174
1020	0.4901793638
1021	0.490179308
1022	0.4901792638
1023	0.490179163
1024	0.490179154
1025	0.4901791264
1026	0.4901791021
1027	0.4901791002
1028	0.4901790796
1029	0.4901790712
1030	0.4901790524
1031	0.4901790344
1032	0.4901790269
1033	0.4901790172
1034	0.4901789949
1035	0.4901789144
1036	0.490178873
1037	0.490178825
1038	0.4901787933
1039	0.4901787844
1040	0.4901787332
1041	0.4901787184
1042	0.4901787079
1043	0.4901786868
1044	0.4901786059
1045	0.4901785903
1046	0.4901785741
1047	0.4901785594
1048	0.4901785524
1049	0.4901785258
1050	0.4901784293
1051	0.4901783979
1052	0.4901783453
1053	0.4901783084
1054	0.4901782684
1055	0.4901781931
1056	0.4901781099
1057	0.4901779585
1058	0.4901779505
1059	0.4901778228
1060	0.4901777944
1061	0.4901777196
1062	0.4901777064
1063	0.4901776494
1064	0.4901776348
1065	0.4901776166
1066	0.4901775059
1067	0.4901774966
1068	0.4901774604
1069	0.4901774475
1070	0.4901774419
1071	0.4901774188
1072	0.4901774
1073	0.4901773626
1074	0.4901772976
1075	0.4901772598
1076	0.4901772123
1077	0.4901770971
1078	0.4901770351
1079	0.490176903
1080	0.49017689
1081	0.4901768487
1082	0.4901768077
1083	0.4901767893
1084	0.4901767712
1085	0.4901767351
1086	0.4901766321
1087	0.4901765974
1088	0.4901765197
1089	0.4901764406
1090	0.4901764357
1091	0.4901764125
1092	0.4901764052
1093	0.4901764001
1094	0.4901763943
1095	0.4901763706
1096	0.4901763245
1097	0.4901763161
1098	0.490176282
1099	0.4901762632
1100	0.490176213
1101	0.4901761632
1102	0.4901761562
1103	0.4901761449
1104	0.490176106
1105	0.4901760913
1106	0.4901760297
1107	0.4901759905
1108	0.4901759733
1109	0.4901759454
1110	0.4901759153
1111	0.4901758379
1112	0.4901758334
1113	0.4901757853
1114	0.4901757764
1115	0.4901757644
1116	0.4901756956
1117	0.4901756592
1118	0.4901756488
1119	0.4901756359
1120	0.4901755278
1121	0.490175506
1122	0.4901754967
1123	0.4901754887
1124	0.4901754679
1125	0.4901754638
1126	0.490175437
1127	0.4901753808
1128	0.4901752961
1129	0.4901752774
1130	0.4901752503
1131	0.4901751978
1132	0.4901751894
1133	0.4901751071
1134	0.4901750853
1135	0.4901750419
1136	0.4901749867
1137	0.4901749688
1138	0.4901749551
1139	0.4901749447
1140	0.4901749149
1141	0.4901748988
1142	0.4901748721
1143	0.4901748567
1144	0.4901748476
1145	0.4901748319
1146	0.4901748174
1147	0.49017481
1148	0.4901748025
1149	0.4901747869
1150	0.4901747781
1151	0.4901746967
1152	0.490174688
1153	0.4901746854
1154	0.4901746267
1155	0.4901746107
1156	0.4901746001
1157	0.4901745381
1158	0.4901745326
1159	0.490174492
1160	0.4901744751
1161	0.4901744621
1162	0.4901744362
1163	0.4901744036
1164	0.4901743948
1165	0.4901742874
1166	0.4901742526
1167	0.4901742132
1168	0.4901742023
1169	0.4901741944
1170	0.4901741874
1171	0.4901741061
1172	0.4901740988
1173	0.4901740588
1174	0.4901740479
1175	0.4901739957
1176	0.4901739806
1177	0.4901739191
1178	0.4901738804
1179	0.4901737874
1180	0.4901737437
1181	0.4901737412
1182	0.4901737099
1183	0.4901736217
1184	0.4901735916
1185	0.490173556
1186	0.490173541
1187	0.4901735307
1188	0.4901734836
1189	0.4901734705
1190	0.4901734383
1191	0.4901733984
1192	0.4901733834
1193	0.4901733502
1194	0.4901733442
1195	0.4901733314
1196	0.490173285
1197	0.4901732739
1198	0.4901732509
1199	0.4901731985
